layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_2,InputLayer,"[None, 800, 800, 3]",1920000,float32,NaN,NaN,NaN,NaN,"[None, 800, 800, 3]",1920000,0
Conv2d_1a_7x7_conv,Conv2D,"[None, 800, 800, 3]",1,float32,64,"[7, 7]",linear,False,"[None, 400, 400, 64]",10240000,9408
Conv2d_1a_7x7_bn,BatchNormalization,"[None, 400, 400, 64]",10240000,float32,NaN,NaN,NaN,NaN,"[None, 400, 400, 64]",10240000,192
Conv2d_1a_7x7_act,Activation,"[None, 400, 400, 64]",10240000,float32,NaN,NaN,relu,NaN,"[None, 400, 400, 64]",10240000,0
MaxPool_2a_3x3,MaxPooling2D,"[None, 400, 400, 64]",10240000,float32,NaN,NaN,NaN,NaN,"[None, 200, 200, 64]",2560000,0
Conv2d_2b_1x1_conv,Conv2D,"[None, 200, 200, 64]",2560000,float32,64,"[1, 1]",linear,False,"[None, 200, 200, 64]",2560000,4096
Conv2d_2b_1x1_bn,BatchNormalization,"[None, 200, 200, 64]",2560000,float32,NaN,NaN,NaN,NaN,"[None, 200, 200, 64]",2560000,192
Conv2d_2b_1x1_act,Activation,"[None, 200, 200, 64]",2560000,float32,NaN,NaN,relu,NaN,"[None, 200, 200, 64]",2560000,0
Conv2d_2c_3x3_conv,Conv2D,"[None, 200, 200, 64]",2560000,float32,192,"[3, 3]",linear,False,"[None, 200, 200, 192]",7680000,110592
Conv2d_2c_3x3_bn,BatchNormalization,"[None, 200, 200, 192]",7680000,float32,NaN,NaN,NaN,NaN,"[None, 200, 200, 192]",7680000,576
Conv2d_2c_3x3_act,Activation,"[None, 200, 200, 192]",7680000,float32,NaN,NaN,relu,NaN,"[None, 200, 200, 192]",7680000,0
MaxPool_3a_3x3,MaxPooling2D,"[None, 200, 200, 192]",7680000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 192]",1920000,0
Mixed_3b_Branch_1_a_1x1_conv,Conv2D,"[None, 100, 100, 192]",1920000,float32,96,"[1, 1]",linear,False,"[None, 100, 100, 96]",960000,18432
Mixed_3b_Branch_2_a_1x1_conv,Conv2D,"[None, 100, 100, 96]",960000,float32,16,"[1, 1]",linear,False,"[None, 100, 100, 16]",160000,3072
Mixed_3b_Branch_1_a_1x1_bn,BatchNormalization,"[None, 100, 100, 16]",160000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 96]",960000,288
Mixed_3b_Branch_2_a_1x1_bn,BatchNormalization,"[None, 100, 100, 96]",960000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 16]",160000,48
Mixed_3b_Branch_1_a_1x1_act,Activation,"[None, 100, 100, 16]",160000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 96]",960000,0
Mixed_3b_Branch_2_a_1x1_act,Activation,"[None, 100, 100, 96]",960000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 16]",160000,0
Mixed_3b_Branch_3_a_max,MaxPooling2D,"[None, 100, 100, 16]",160000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 192]",1920000,0
Mixed_3b_Branch_0_a_1x1_conv,Conv2D,"[None, 100, 100, 192]",1920000,float32,64,"[1, 1]",linear,False,"[None, 100, 100, 64]",640000,12288
Mixed_3b_Branch_1_b_3x3_conv,Conv2D,"[None, 100, 100, 64]",640000,float32,128,"[3, 3]",linear,False,"[None, 100, 100, 128]",1280000,110592
Mixed_3b_Branch_2_b_3x3_conv,Conv2D,"[None, 100, 100, 128]",1280000,float32,32,"[3, 3]",linear,False,"[None, 100, 100, 32]",320000,4608
Mixed_3b_Branch_3_b_1x1_conv,Conv2D,"[None, 100, 100, 32]",320000,float32,32,"[1, 1]",linear,False,"[None, 100, 100, 32]",320000,6144
Mixed_3b_Branch_0_a_1x1_bn,BatchNormalization,"[None, 100, 100, 32]",320000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 64]",640000,192
Mixed_3b_Branch_1_b_3x3_bn,BatchNormalization,"[None, 100, 100, 64]",640000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 128]",1280000,384
Mixed_3b_Branch_2_b_3x3_bn,BatchNormalization,"[None, 100, 100, 128]",1280000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 32]",320000,96
Mixed_3b_Branch_3_b_1x1_bn,BatchNormalization,"[None, 100, 100, 32]",320000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 32]",320000,96
Mixed_3b_Branch_0_a_1x1_act,Activation,"[None, 100, 100, 32]",320000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 64]",640000,0
Mixed_3b_Branch_1_b_3x3_act,Activation,"[None, 100, 100, 64]",640000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 128]",1280000,0
Mixed_3b_Branch_2_b_3x3_act,Activation,"[None, 100, 100, 128]",1280000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 32]",320000,0
Mixed_3b_Branch_3_b_1x1_act,Activation,"[None, 100, 100, 32]",320000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 32]",320000,0
Mixed_3b_Concatenated,Concatenate,"[None, 100, 100, 32]",320000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 256]",2560000,0
Mixed_3c_Branch_1_a_1x1_conv,Conv2D,"[None, 100, 100, 256]",2560000,float32,128,"[1, 1]",linear,False,"[None, 100, 100, 128]",1280000,32768
Mixed_3c_Branch_2_a_1x1_conv,Conv2D,"[None, 100, 100, 128]",1280000,float32,32,"[1, 1]",linear,False,"[None, 100, 100, 32]",320000,8192
Mixed_3c_Branch_1_a_1x1_bn,BatchNormalization,"[None, 100, 100, 32]",320000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 128]",1280000,384
Mixed_3c_Branch_2_a_1x1_bn,BatchNormalization,"[None, 100, 100, 128]",1280000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 32]",320000,96
Mixed_3c_Branch_1_a_1x1_act,Activation,"[None, 100, 100, 32]",320000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 128]",1280000,0
Mixed_3c_Branch_2_a_1x1_act,Activation,"[None, 100, 100, 128]",1280000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 32]",320000,0
Mixed_3c_Branch_3_a_max,MaxPooling2D,"[None, 100, 100, 32]",320000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 256]",2560000,0
Mixed_3c_Branch_0_a_1x1_conv,Conv2D,"[None, 100, 100, 256]",2560000,float32,128,"[1, 1]",linear,False,"[None, 100, 100, 128]",1280000,32768
Mixed_3c_Branch_1_b_3x3_conv,Conv2D,"[None, 100, 100, 128]",1280000,float32,192,"[3, 3]",linear,False,"[None, 100, 100, 192]",1920000,221184
Mixed_3c_Branch_2_b_3x3_conv,Conv2D,"[None, 100, 100, 192]",1920000,float32,96,"[3, 3]",linear,False,"[None, 100, 100, 96]",960000,27648
Mixed_3c_Branch_3_b_1x1_conv,Conv2D,"[None, 100, 100, 96]",960000,float32,64,"[1, 1]",linear,False,"[None, 100, 100, 64]",640000,16384
Mixed_3c_Branch_0_a_1x1_bn,BatchNormalization,"[None, 100, 100, 64]",640000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 128]",1280000,384
Mixed_3c_Branch_1_b_3x3_bn,BatchNormalization,"[None, 100, 100, 128]",1280000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 192]",1920000,576
Mixed_3c_Branch_2_b_3x3_bn,BatchNormalization,"[None, 100, 100, 192]",1920000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 96]",960000,288
Mixed_3c_Branch_3_b_1x1_bn,BatchNormalization,"[None, 100, 100, 96]",960000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 64]",640000,192
Mixed_3c_Branch_0_a_1x1_act,Activation,"[None, 100, 100, 64]",640000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 128]",1280000,0
Mixed_3c_Branch_1_b_3x3_act,Activation,"[None, 100, 100, 128]",1280000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 192]",1920000,0
Mixed_3c_Branch_2_b_3x3_act,Activation,"[None, 100, 100, 192]",1920000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 96]",960000,0
Mixed_3c_Branch_3_b_1x1_act,Activation,"[None, 100, 100, 96]",960000,float32,NaN,NaN,relu,NaN,"[None, 100, 100, 64]",640000,0
Mixed_3c_Concatenated,Concatenate,"[None, 100, 100, 64]",640000,float32,NaN,NaN,NaN,NaN,"[None, 100, 100, 480]",4800000,0
MaxPool_4a_3x3,MaxPooling2D,"[None, 100, 100, 480]",4800000,float32,NaN,NaN,NaN,NaN,"[None, 50, 50, 480]",1200000,0
Mixed_4b_Branch_1_a_1x1_conv,Conv2D,"[None, 50, 50, 480]",1200000,float32,96,"[1, 1]",linear,False,"[None, 50, 50, 96]",240000,46080
Mixed_4b_Branch_2_a_1x1_conv,Conv2D,"[None, 50, 50, 96]",240000,float32,16,"[1, 1]",linear,False,"[None, 50, 50, 16]",40000,7680
Mixed_4b_Branch_1_a_1x1_bn,BatchNormalization,"[None, 50, 50, 16]",40000,float32,NaN,NaN,NaN,NaN,"[None, 50, 50, 96]",240000,288
Mixed_4b_Branch_2_a_1x1_bn,BatchNormalization,"[None, 50, 50, 96]",240000,float32,NaN,NaN,NaN,NaN,"[None, 50, 50, 16]",40000,48
Mixed_4b_Branch_1_a_1x1_act,Activation,"[None, 50, 50, 16]",40000,float32,NaN,NaN,relu,NaN,"[None, 50, 50, 96]",240000,0
Mixed_4b_Branch_2_a_1x1_act,Activation,"[None, 50, 50, 96]",240000,float32,NaN,NaN,relu,NaN,"[None, 50, 50, 16]",40000,0
Mixed_4b_Branch_3_a_max,MaxPooling2D,"[None, 50, 50, 16]",40000,float32,NaN,NaN,NaN,NaN,"[None, 50, 50, 480]",1200000,0
Mixed_4b_Branch_0_a_1x1_conv,Conv2D,"[None, 50, 50, 480]",1200000,float32,192,"[1, 1]",linear,False,"[None, 50, 50, 192]",480000,92160
Mixed_4b_Branch_1_b_3x3_conv,Conv2D,"[None, 50, 50, 192]",480000,float32,208,"[3, 3]",linear,False,"[None, 50, 50, 208]",520000,179712
Mixed_4b_Branch_2_b_3x3_conv,Conv2D,"[None, 50, 50, 208]",520000,float32,48,"[3, 3]",linear,False,"[None, 50, 50, 48]",120000,6912
Mixed_4b_Branch_3_b_1x1_conv,Conv2D,"[None, 50, 50, 48]",120000,float32,64,"[1, 1]",linear,False,"[None, 50, 50, 64]",160000,30720
Mixed_4b_Branch_0_a_1x1_bn,BatchNormalization,"[None, 50, 50, 64]",160000,float32,NaN,NaN,NaN,NaN,"[None, 50, 50, 192]",480000,576
Mixed_4b_Branch_1_b_3x3_bn,BatchNormalization,"[None, 50, 50, 192]",480000,float32,NaN,NaN,NaN,NaN,"[None, 50, 50, 208]",520000,624
Mixed_4b_Branch_2_b_3x3_bn,BatchNormalization,"[None, 50, 50, 208]",520000,float32,NaN,NaN,NaN,NaN,"[None, 50, 50, 48]",120000,144
Mixed_4b_Branch_3_b_1x1_bn,BatchNormalization,"[None, 50, 50, 48]",120000,float32,NaN,NaN,NaN,NaN,"[None, 50, 50, 64]",160000,192
Mixed_4b_Branch_0_a_1x1_act,Activation,"[None, 50, 50, 64]",160000,float32,NaN,NaN,relu,NaN,"[None, 50, 50, 192]",480000,0
Mixed_4b_Branch_1_b_3x3_act,Activation,"[None, 50, 50, 192]",480000,float32,NaN,NaN,relu,NaN,"[None, 50, 50, 208]",520000,0
Mixed_4b_Branch_2_b_3x3_act,Activation,"[None, 50, 50, 208]",520000,float32,NaN,NaN,relu,NaN,"[None, 50, 50, 48]",120000,0
