layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[1, 256, 256, 3]",196608,float32,NaN,NaN,NaN,NaN,"[1, 256, 256, 3]",196608,0
conv2d,Conv2D,"[1, 256, 256, 3]",1,float32,32,"[3, 3]",linear,False,"[1, 128, 128, 32]",524288,864
batch_normalization,BatchNormalization,"[1, 128, 128, 32]",524288,float32,NaN,NaN,NaN,NaN,"[1, 128, 128, 32]",524288,128
re_lu,ReLU,"[1, 128, 128, 32]",524288,float32,NaN,NaN,NaN,NaN,"[1, 128, 128, 32]",524288,0
depthwise_conv2d,DepthwiseConv2D,"[1, 128, 128, 32]",524288,float32,NaN,"[3, 3]",linear,False,"[1, 128, 128, 32]",524288,288
batch_normalization_1,BatchNormalization,"[1, 128, 128, 32]",524288,float32,NaN,NaN,NaN,NaN,"[1, 128, 128, 32]",524288,128
re_lu_1,ReLU,"[1, 128, 128, 32]",524288,float32,NaN,NaN,NaN,NaN,"[1, 128, 128, 32]",524288,0
conv2d_1,Conv2D,"[1, 128, 128, 32]",524288,float32,16,"[1, 1]",linear,False,"[1, 128, 128, 16]",262144,512
batch_normalization_2,BatchNormalization,"[1, 128, 128, 16]",262144,float32,NaN,NaN,NaN,NaN,"[1, 128, 128, 16]",262144,64
re_lu_2,ReLU,"[1, 128, 128, 16]",262144,float32,NaN,NaN,NaN,NaN,"[1, 128, 128, 16]",262144,0
conv2d_2,Conv2D,"[1, 128, 128, 16]",262144,float32,48,"[1, 1]",linear,False,"[1, 128, 128, 48]",786432,768
batch_normalization_3,BatchNormalization,"[1, 128, 128, 48]",786432,float32,NaN,NaN,NaN,NaN,"[1, 128, 128, 48]",786432,192
re_lu_3,ReLU,"[1, 128, 128, 48]",786432,float32,NaN,NaN,NaN,NaN,"[1, 128, 128, 48]",786432,0
depthwise_conv2d_1,DepthwiseConv2D,"[1, 128, 128, 48]",786432,float32,NaN,"[3, 3]",linear,False,"[1, 64, 64, 48]",196608,432
batch_normalization_4,BatchNormalization,"[1, 64, 64, 48]",196608,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 48]",196608,192
re_lu_4,ReLU,"[1, 64, 64, 48]",196608,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 48]",196608,0
conv2d_3,Conv2D,"[1, 64, 64, 48]",196608,float32,24,"[1, 1]",linear,False,"[1, 64, 64, 24]",98304,1152
batch_normalization_5,BatchNormalization,"[1, 64, 64, 24]",98304,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 24]",98304,96
conv2d_4,Conv2D,"[1, 64, 64, 24]",98304,float32,72,"[1, 1]",linear,False,"[1, 64, 64, 72]",294912,1728
batch_normalization_6,BatchNormalization,"[1, 64, 64, 72]",294912,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 72]",294912,288
re_lu_5,ReLU,"[1, 64, 64, 72]",294912,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 72]",294912,0
depthwise_conv2d_2,DepthwiseConv2D,"[1, 64, 64, 72]",294912,float32,NaN,"[3, 3]",linear,False,"[1, 64, 64, 72]",294912,648
batch_normalization_7,BatchNormalization,"[1, 64, 64, 72]",294912,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 72]",294912,288
re_lu_6,ReLU,"[1, 64, 64, 72]",294912,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 72]",294912,0
conv2d_5,Conv2D,"[1, 64, 64, 72]",294912,float32,24,"[1, 1]",linear,False,"[1, 64, 64, 24]",98304,1728
batch_normalization_8,BatchNormalization,"[1, 64, 64, 24]",98304,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 24]",98304,96
add,Add,"[1, 64, 64, 24]",98304,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 24]",98304,0
conv2d_6,Conv2D,"[1, 64, 64, 24]",98304,float32,72,"[1, 1]",linear,False,"[1, 64, 64, 72]",294912,1728
batch_normalization_9,BatchNormalization,"[1, 64, 64, 72]",294912,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 72]",294912,288
re_lu_7,ReLU,"[1, 64, 64, 72]",294912,float32,NaN,NaN,NaN,NaN,"[1, 64, 64, 72]",294912,0
depthwise_conv2d_3,DepthwiseConv2D,"[1, 64, 64, 72]",294912,float32,NaN,"[3, 3]",linear,False,"[1, 64, 64, 72]",294912,648
