layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[1, 568, 568, 3]",967872,float32,NaN,NaN,NaN,NaN,"[1, 568, 568, 3]",967872,0
conv2d,Conv2D,"[1, 568, 568, 3]",1,float32,24,"[3, 3]",linear,False,"[1, 284, 284, 24]",1935744,648
batch_normalization,BatchNormalization,"[1, 284, 284, 24]",1935744,float32,NaN,NaN,NaN,NaN,"[1, 284, 284, 24]",1935744,96
re_lu,ReLU,"[1, 284, 284, 24]",1935744,float32,NaN,NaN,NaN,NaN,"[1, 284, 284, 24]",1935744,0
depthwise_conv2d,DepthwiseConv2D,"[1, 284, 284, 24]",1935744,float32,NaN,"[3, 3]",linear,False,"[1, 284, 284, 24]",1935744,216
batch_normalization_1,BatchNormalization,"[1, 284, 284, 24]",1935744,float32,NaN,NaN,NaN,NaN,"[1, 284, 284, 24]",1935744,96
re_lu_1,ReLU,"[1, 284, 284, 24]",1935744,float32,NaN,NaN,NaN,NaN,"[1, 284, 284, 24]",1935744,0
conv2d_1,Conv2D,"[1, 284, 284, 24]",1935744,float32,16,"[1, 1]",linear,False,"[1, 284, 284, 16]",1290496,384
batch_normalization_2,BatchNormalization,"[1, 284, 284, 16]",1290496,float32,NaN,NaN,NaN,NaN,"[1, 284, 284, 16]",1290496,64
re_lu_2,ReLU,"[1, 284, 284, 16]",1290496,float32,NaN,NaN,NaN,NaN,"[1, 284, 284, 16]",1290496,0
conv2d_2,Conv2D,"[1, 284, 284, 16]",1290496,float32,48,"[1, 1]",linear,False,"[1, 284, 284, 48]",3871488,768
batch_normalization_3,BatchNormalization,"[1, 284, 284, 48]",3871488,float32,NaN,NaN,NaN,NaN,"[1, 284, 284, 48]",3871488,192
re_lu_3,ReLU,"[1, 284, 284, 48]",3871488,float32,NaN,NaN,NaN,NaN,"[1, 284, 284, 48]",3871488,0
depthwise_conv2d_1,DepthwiseConv2D,"[1, 284, 284, 48]",3871488,float32,NaN,"[3, 3]",linear,False,"[1, 142, 142, 48]",967872,432
batch_normalization_4,BatchNormalization,"[1, 142, 142, 48]",967872,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 48]",967872,192
re_lu_4,ReLU,"[1, 142, 142, 48]",967872,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 48]",967872,0
conv2d_3,Conv2D,"[1, 142, 142, 48]",967872,float32,24,"[1, 1]",linear,False,"[1, 142, 142, 24]",483936,1152
batch_normalization_5,BatchNormalization,"[1, 142, 142, 24]",483936,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 24]",483936,96
conv2d_4,Conv2D,"[1, 142, 142, 24]",483936,float32,72,"[1, 1]",linear,False,"[1, 142, 142, 72]",1451808,1728
batch_normalization_6,BatchNormalization,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,288
re_lu_5,ReLU,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,0
depthwise_conv2d_2,DepthwiseConv2D,"[1, 142, 142, 72]",1451808,float32,NaN,"[3, 3]",linear,False,"[1, 142, 142, 72]",1451808,648
batch_normalization_7,BatchNormalization,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,288
re_lu_6,ReLU,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,0
conv2d_5,Conv2D,"[1, 142, 142, 72]",1451808,float32,24,"[1, 1]",linear,False,"[1, 142, 142, 24]",483936,1728
batch_normalization_8,BatchNormalization,"[1, 142, 142, 24]",483936,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 24]",483936,96
add,Add,"[1, 142, 142, 24]",483936,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 24]",483936,0
conv2d_6,Conv2D,"[1, 142, 142, 24]",483936,float32,72,"[1, 1]",linear,False,"[1, 142, 142, 72]",1451808,1728
batch_normalization_9,BatchNormalization,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,288
re_lu_7,ReLU,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,0
depthwise_conv2d_3,DepthwiseConv2D,"[1, 142, 142, 72]",1451808,float32,NaN,"[3, 3]",linear,False,"[1, 142, 142, 72]",1451808,648
batch_normalization_10,BatchNormalization,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,288
re_lu_8,ReLU,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,0
conv2d_7,Conv2D,"[1, 142, 142, 72]",1451808,float32,24,"[1, 1]",linear,False,"[1, 142, 142, 24]",483936,1728
batch_normalization_11,BatchNormalization,"[1, 142, 142, 24]",483936,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 24]",483936,96
add_1,Add,"[1, 142, 142, 24]",483936,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 24]",483936,0
conv2d_8,Conv2D,"[1, 142, 142, 24]",483936,float32,72,"[1, 1]",linear,False,"[1, 142, 142, 72]",1451808,1728
batch_normalization_12,BatchNormalization,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,288
re_lu_9,ReLU,"[1, 142, 142, 72]",1451808,float32,NaN,NaN,NaN,NaN,"[1, 142, 142, 72]",1451808,0
depthwise_conv2d_4,DepthwiseConv2D,"[1, 142, 142, 72]",1451808,float32,NaN,"[5, 5]",linear,False,"[1, 71, 71, 72]",362952,1800
