layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[None, 896, 896, 3]",2408448,float32,NaN,NaN,NaN,NaN,"[None, 896, 896, 3]",2408448,0
block1_conv1,Conv2D,"[None, 896, 896, 3]",1,float32,32,"[3, 3]",linear,False,"[None, 447, 447, 32]",6393888,864
block1_conv1_bn,BatchNormalization,"[None, 447, 447, 32]",6393888,float32,NaN,NaN,NaN,NaN,"[None, 447, 447, 32]",6393888,128
block1_conv1_act,Activation,"[None, 447, 447, 32]",6393888,float32,NaN,NaN,relu,NaN,"[None, 447, 447, 32]",6393888,0
block1_conv2,Conv2D,"[None, 447, 447, 32]",6393888,float32,64,"[3, 3]",linear,False,"[None, 445, 445, 64]",12673600,18432
block1_conv2_bn,BatchNormalization,"[None, 445, 445, 64]",12673600,float32,NaN,NaN,NaN,NaN,"[None, 445, 445, 64]",12673600,256
block1_conv2_act,Activation,"[None, 445, 445, 64]",12673600,float32,NaN,NaN,relu,NaN,"[None, 445, 445, 64]",12673600,0
block2_sepconv1,SeparableConv2D,"[None, 445, 445, 64]",12673600,float32,128,"[3, 3]",linear,False,"[None, 445, 445, 128]",25347200,8768
block2_sepconv1_bn,BatchNormalization,"[None, 445, 445, 128]",25347200,float32,NaN,NaN,NaN,NaN,"[None, 445, 445, 128]",25347200,512
block2_sepconv2_act,Activation,"[None, 445, 445, 128]",25347200,float32,NaN,NaN,relu,NaN,"[None, 445, 445, 128]",25347200,0
block2_sepconv2,SeparableConv2D,"[None, 445, 445, 128]",25347200,float32,128,"[3, 3]",linear,False,"[None, 445, 445, 128]",25347200,17536
block2_sepconv2_bn,BatchNormalization,"[None, 445, 445, 128]",25347200,float32,NaN,NaN,NaN,NaN,"[None, 445, 445, 128]",25347200,512
conv2d_1,Conv2D,"[None, 445, 445, 128]",25347200,float32,128,"[1, 1]",linear,False,"[None, 223, 223, 128]",6365312,8192
block2_pool,MaxPooling2D,"[None, 223, 223, 128]",6365312,float32,NaN,NaN,NaN,NaN,"[None, 223, 223, 128]",6365312,0
batch_normalization_1,BatchNormalization,"[None, 223, 223, 128]",6365312,float32,NaN,NaN,NaN,NaN,"[None, 223, 223, 128]",6365312,512
add_1,Add,"[None, 223, 223, 128]",6365312,float32,NaN,NaN,NaN,NaN,"[None, 223, 223, 128]",6365312,0
block3_sepconv1_act,Activation,"[None, 223, 223, 128]",6365312,float32,NaN,NaN,relu,NaN,"[None, 223, 223, 128]",6365312,0
block3_sepconv1,SeparableConv2D,"[None, 223, 223, 128]",6365312,float32,256,"[3, 3]",linear,False,"[None, 223, 223, 256]",12730624,33920
block3_sepconv1_bn,BatchNormalization,"[None, 223, 223, 256]",12730624,float32,NaN,NaN,NaN,NaN,"[None, 223, 223, 256]",12730624,1024
block3_sepconv2_act,Activation,"[None, 223, 223, 256]",12730624,float32,NaN,NaN,relu,NaN,"[None, 223, 223, 256]",12730624,0
block3_sepconv2,SeparableConv2D,"[None, 223, 223, 256]",12730624,float32,256,"[3, 3]",linear,False,"[None, 223, 223, 256]",12730624,67840
block3_sepconv2_bn,BatchNormalization,"[None, 223, 223, 256]",12730624,float32,NaN,NaN,NaN,NaN,"[None, 223, 223, 256]",12730624,1024
conv2d_2,Conv2D,"[None, 223, 223, 256]",12730624,float32,256,"[1, 1]",linear,False,"[None, 112, 112, 256]",3211264,32768
block3_pool,MaxPooling2D,"[None, 112, 112, 256]",3211264,float32,NaN,NaN,NaN,NaN,"[None, 112, 112, 256]",3211264,0
batch_normalization_2,BatchNormalization,"[None, 112, 112, 256]",3211264,float32,NaN,NaN,NaN,NaN,"[None, 112, 112, 256]",3211264,1024
add_2,Add,"[None, 112, 112, 256]",3211264,float32,NaN,NaN,NaN,NaN,"[None, 112, 112, 256]",3211264,0
block4_sepconv1_act,Activation,"[None, 112, 112, 256]",3211264,float32,NaN,NaN,relu,NaN,"[None, 112, 112, 256]",3211264,0
block4_sepconv1,SeparableConv2D,"[None, 112, 112, 256]",3211264,float32,728,"[3, 3]",linear,False,"[None, 112, 112, 728]",9132032,188672
block4_sepconv1_bn,BatchNormalization,"[None, 112, 112, 728]",9132032,float32,NaN,NaN,NaN,NaN,"[None, 112, 112, 728]",9132032,2912
block4_sepconv2_act,Activation,"[None, 112, 112, 728]",9132032,float32,NaN,NaN,relu,NaN,"[None, 112, 112, 728]",9132032,0
