layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_2,InputLayer,"[None, 320, 320, 3]",307200,float32,NaN,NaN,NaN,NaN,"[None, 320, 320, 3]",307200,0
Conv2d_1a_7x7_conv,Conv2D,"[None, 320, 320, 3]",1,float32,64,"[7, 7]",linear,False,"[None, 160, 160, 64]",1638400,9408
Conv2d_1a_7x7_bn,BatchNormalization,"[None, 160, 160, 64]",1638400,float32,NaN,NaN,NaN,NaN,"[None, 160, 160, 64]",1638400,192
Conv2d_1a_7x7_act,Activation,"[None, 160, 160, 64]",1638400,float32,NaN,NaN,relu,NaN,"[None, 160, 160, 64]",1638400,0
MaxPool_2a_3x3,MaxPooling2D,"[None, 160, 160, 64]",1638400,float32,NaN,NaN,NaN,NaN,"[None, 80, 80, 64]",409600,0
Conv2d_2b_1x1_conv,Conv2D,"[None, 80, 80, 64]",409600,float32,64,"[1, 1]",linear,False,"[None, 80, 80, 64]",409600,4096
Conv2d_2b_1x1_bn,BatchNormalization,"[None, 80, 80, 64]",409600,float32,NaN,NaN,NaN,NaN,"[None, 80, 80, 64]",409600,192
Conv2d_2b_1x1_act,Activation,"[None, 80, 80, 64]",409600,float32,NaN,NaN,relu,NaN,"[None, 80, 80, 64]",409600,0
Conv2d_2c_3x3_conv,Conv2D,"[None, 80, 80, 64]",409600,float32,192,"[3, 3]",linear,False,"[None, 80, 80, 192]",1228800,110592
Conv2d_2c_3x3_bn,BatchNormalization,"[None, 80, 80, 192]",1228800,float32,NaN,NaN,NaN,NaN,"[None, 80, 80, 192]",1228800,576
Conv2d_2c_3x3_act,Activation,"[None, 80, 80, 192]",1228800,float32,NaN,NaN,relu,NaN,"[None, 80, 80, 192]",1228800,0
MaxPool_3a_3x3,MaxPooling2D,"[None, 80, 80, 192]",1228800,float32,NaN,NaN,NaN,NaN,"[None, 40, 40, 192]",307200,0
Mixed_3b_Branch_1_a_1x1_conv,Conv2D,"[None, 40, 40, 192]",307200,float32,96,"[1, 1]",linear,False,"[None, 40, 40, 96]",153600,18432
Mixed_3b_Branch_2_a_1x1_conv,Conv2D,"[None, 40, 40, 96]",153600,float32,16,"[1, 1]",linear,False,"[None, 40, 40, 16]",25600,3072
Mixed_3b_Branch_1_a_1x1_bn,BatchNormalization,"[None, 40, 40, 16]",25600,float32,NaN,NaN,NaN,NaN,"[None, 40, 40, 96]",153600,288
Mixed_3b_Branch_2_a_1x1_bn,BatchNormalization,"[None, 40, 40, 96]",153600,float32,NaN,NaN,NaN,NaN,"[None, 40, 40, 16]",25600,48
Mixed_3b_Branch_1_a_1x1_act,Activation,"[None, 40, 40, 16]",25600,float32,NaN,NaN,relu,NaN,"[None, 40, 40, 96]",153600,0
Mixed_3b_Branch_2_a_1x1_act,Activation,"[None, 40, 40, 96]",153600,float32,NaN,NaN,relu,NaN,"[None, 40, 40, 16]",25600,0
Mixed_3b_Branch_3_a_max,MaxPooling2D,"[None, 40, 40, 16]",25600,float32,NaN,NaN,NaN,NaN,"[None, 40, 40, 192]",307200,0
Mixed_3b_Branch_0_a_1x1_conv,Conv2D,"[None, 40, 40, 192]",307200,float32,64,"[1, 1]",linear,False,"[None, 40, 40, 64]",102400,12288
Mixed_3b_Branch_1_b_3x3_conv,Conv2D,"[None, 40, 40, 64]",102400,float32,128,"[3, 3]",linear,False,"[None, 40, 40, 128]",204800,110592
Mixed_3b_Branch_2_b_3x3_conv,Conv2D,"[None, 40, 40, 128]",204800,float32,32,"[3, 3]",linear,False,"[None, 40, 40, 32]",51200,4608
Mixed_3b_Branch_3_b_1x1_conv,Conv2D,"[None, 40, 40, 32]",51200,float32,32,"[1, 1]",linear,False,"[None, 40, 40, 32]",51200,6144
