layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[None, 448, 448, 3]",602112,float32,NaN,NaN,NaN,NaN,"[None, 448, 448, 3]",602112,0
block1_conv1,Conv2D,"[None, 448, 448, 3]",1,float32,32,"[3, 3]",linear,False,"[None, 223, 223, 32]",1591328,864
block1_conv1_bn,BatchNormalization,"[None, 223, 223, 32]",1591328,float32,NaN,NaN,NaN,NaN,"[None, 223, 223, 32]",1591328,128
block1_conv1_act,Activation,"[None, 223, 223, 32]",1591328,float32,NaN,NaN,relu,NaN,"[None, 223, 223, 32]",1591328,0
block1_conv2,Conv2D,"[None, 223, 223, 32]",1591328,float32,64,"[3, 3]",linear,False,"[None, 221, 221, 64]",3125824,18432
block1_conv2_bn,BatchNormalization,"[None, 221, 221, 64]",3125824,float32,NaN,NaN,NaN,NaN,"[None, 221, 221, 64]",3125824,256
block1_conv2_act,Activation,"[None, 221, 221, 64]",3125824,float32,NaN,NaN,relu,NaN,"[None, 221, 221, 64]",3125824,0
block2_sepconv1,SeparableConv2D,"[None, 221, 221, 64]",3125824,float32,128,"[3, 3]",linear,False,"[None, 221, 221, 128]",6251648,8768
block2_sepconv1_bn,BatchNormalization,"[None, 221, 221, 128]",6251648,float32,NaN,NaN,NaN,NaN,"[None, 221, 221, 128]",6251648,512
block2_sepconv2_act,Activation,"[None, 221, 221, 128]",6251648,float32,NaN,NaN,relu,NaN,"[None, 221, 221, 128]",6251648,0
block2_sepconv2,SeparableConv2D,"[None, 221, 221, 128]",6251648,float32,128,"[3, 3]",linear,False,"[None, 221, 221, 128]",6251648,17536
block2_sepconv2_bn,BatchNormalization,"[None, 221, 221, 128]",6251648,float32,NaN,NaN,NaN,NaN,"[None, 221, 221, 128]",6251648,512
conv2d_1,Conv2D,"[None, 221, 221, 128]",6251648,float32,128,"[1, 1]",linear,False,"[None, 111, 111, 128]",1577088,8192
block2_pool,MaxPooling2D,"[None, 111, 111, 128]",1577088,float32,NaN,NaN,NaN,NaN,"[None, 111, 111, 128]",1577088,0
batch_normalization_1,BatchNormalization,"[None, 111, 111, 128]",1577088,float32,NaN,NaN,NaN,NaN,"[None, 111, 111, 128]",1577088,512
add_1,Add,"[None, 111, 111, 128]",1577088,float32,NaN,NaN,NaN,NaN,"[None, 111, 111, 128]",1577088,0
block3_sepconv1_act,Activation,"[None, 111, 111, 128]",1577088,float32,NaN,NaN,relu,NaN,"[None, 111, 111, 128]",1577088,0
block3_sepconv1,SeparableConv2D,"[None, 111, 111, 128]",1577088,float32,256,"[3, 3]",linear,False,"[None, 111, 111, 256]",3154176,33920
block3_sepconv1_bn,BatchNormalization,"[None, 111, 111, 256]",3154176,float32,NaN,NaN,NaN,NaN,"[None, 111, 111, 256]",3154176,1024
block3_sepconv2_act,Activation,"[None, 111, 111, 256]",3154176,float32,NaN,NaN,relu,NaN,"[None, 111, 111, 256]",3154176,0
block3_sepconv2,SeparableConv2D,"[None, 111, 111, 256]",3154176,float32,256,"[3, 3]",linear,False,"[None, 111, 111, 256]",3154176,67840
block3_sepconv2_bn,BatchNormalization,"[None, 111, 111, 256]",3154176,float32,NaN,NaN,NaN,NaN,"[None, 111, 111, 256]",3154176,1024
