layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[None, 1024, 1024, 3]",3145728,float32,NaN,NaN,NaN,NaN,"[None, 1024, 1024, 3]",3145728,0
conv1_pad,ZeroPadding2D,"[None, 1024, 1024, 3]",1,float32,NaN,NaN,NaN,NaN,"[None, 1025, 1025, 3]",3151875,0
conv1,Conv2D,"[None, 1025, 1025, 3]",3151875,float32,24,"[3, 3]",linear,False,"[None, 512, 512, 24]",6291456,648
conv1_bn,BatchNormalization,"[None, 512, 512, 24]",6291456,float32,NaN,NaN,NaN,NaN,"[None, 512, 512, 24]",6291456,96
conv1_relu,ReLU,"[None, 512, 512, 24]",6291456,float32,NaN,NaN,NaN,NaN,"[None, 512, 512, 24]",6291456,0
conv_dw_1,DepthwiseConv2D,"[None, 512, 512, 24]",6291456,float32,NaN,"[3, 3]",linear,False,"[None, 512, 512, 24]",6291456,216
conv_dw_1_bn,BatchNormalization,"[None, 512, 512, 24]",6291456,float32,NaN,NaN,NaN,NaN,"[None, 512, 512, 24]",6291456,96
conv_dw_1_relu,ReLU,"[None, 512, 512, 24]",6291456,float32,NaN,NaN,NaN,NaN,"[None, 512, 512, 24]",6291456,0
conv_pw_1,Conv2D,"[None, 512, 512, 24]",6291456,float32,48,"[1, 1]",linear,False,"[None, 512, 512, 48]",12582912,1152
conv_pw_1_bn,BatchNormalization,"[None, 512, 512, 48]",12582912,float32,NaN,NaN,NaN,NaN,"[None, 512, 512, 48]",12582912,192
conv_pw_1_relu,ReLU,"[None, 512, 512, 48]",12582912,float32,NaN,NaN,NaN,NaN,"[None, 512, 512, 48]",12582912,0
conv_pad_2,ZeroPadding2D,"[None, 512, 512, 48]",12582912,float32,NaN,NaN,NaN,NaN,"[None, 513, 513, 48]",12632112,0
conv_dw_2,DepthwiseConv2D,"[None, 513, 513, 48]",12632112,float32,NaN,"[3, 3]",linear,False,"[None, 256, 256, 48]",3145728,432
conv_dw_2_bn,BatchNormalization,"[None, 256, 256, 48]",3145728,float32,NaN,NaN,NaN,NaN,"[None, 256, 256, 48]",3145728,192
conv_dw_2_relu,ReLU,"[None, 256, 256, 48]",3145728,float32,NaN,NaN,NaN,NaN,"[None, 256, 256, 48]",3145728,0
conv_pw_2,Conv2D,"[None, 256, 256, 48]",3145728,float32,96,"[1, 1]",linear,False,"[None, 256, 256, 96]",6291456,4608
