layer_name,class_name,input_shape,activation_in_size,d_type,Filters,Filter_size,Activ_fun,use_B,output_shape,activation_out_size,Params
input_1,InputLayer,"[None, 112, 112, 3]",37632,float32,NaN,NaN,NaN,NaN,"[None, 112, 112, 3]",37632,0
conv1_pad,ZeroPadding2D,"[None, 112, 112, 3]",1,float32,NaN,NaN,NaN,NaN,"[None, 118, 118, 3]",41772,0
conv1,Conv2D,"[None, 118, 118, 3]",41772,float32,64,"[7, 7]",linear,True,"[None, 56, 56, 64]",200704,9472
bn_conv1,BatchNormalization,"[None, 56, 56, 64]",200704,float32,NaN,NaN,NaN,NaN,"[None, 56, 56, 64]",200704,256
activation_1,Activation,"[None, 56, 56, 64]",200704,float32,NaN,NaN,relu,NaN,"[None, 56, 56, 64]",200704,0
pool1_pad,ZeroPadding2D,"[None, 56, 56, 64]",200704,float32,NaN,NaN,NaN,NaN,"[None, 58, 58, 64]",215296,0
max_pooling2d_1,MaxPooling2D,"[None, 58, 58, 64]",215296,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 64]",50176,0
res2a_branch2a,Conv2D,"[None, 28, 28, 64]",50176,float32,64,"[1, 1]",linear,True,"[None, 28, 28, 64]",50176,4160
bn2a_branch2a,BatchNormalization,"[None, 28, 28, 64]",50176,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 64]",50176,256
activation_2,Activation,"[None, 28, 28, 64]",50176,float32,NaN,NaN,relu,NaN,"[None, 28, 28, 64]",50176,0
res2a_branch2b,Conv2D,"[None, 28, 28, 64]",50176,float32,64,"[3, 3]",linear,True,"[None, 28, 28, 64]",50176,36928
bn2a_branch2b,BatchNormalization,"[None, 28, 28, 64]",50176,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 64]",50176,256
activation_3,Activation,"[None, 28, 28, 64]",50176,float32,NaN,NaN,relu,NaN,"[None, 28, 28, 64]",50176,0
res2a_branch2c,Conv2D,"[None, 28, 28, 64]",50176,float32,256,"[1, 1]",linear,True,"[None, 28, 28, 256]",200704,16640
res2a_branch1,Conv2D,"[None, 28, 28, 256]",200704,float32,256,"[1, 1]",linear,True,"[None, 28, 28, 256]",200704,16640
bn2a_branch2c,BatchNormalization,"[None, 28, 28, 256]",200704,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 256]",200704,1024
bn2a_branch1,BatchNormalization,"[None, 28, 28, 256]",200704,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 256]",200704,1024
add_1,Add,"[None, 28, 28, 256]",200704,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 256]",200704,0
activation_4,Activation,"[None, 28, 28, 256]",200704,float32,NaN,NaN,relu,NaN,"[None, 28, 28, 256]",200704,0
res2b_branch2a,Conv2D,"[None, 28, 28, 256]",200704,float32,64,"[1, 1]",linear,True,"[None, 28, 28, 64]",50176,16448
bn2b_branch2a,BatchNormalization,"[None, 28, 28, 64]",50176,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 64]",50176,256
activation_5,Activation,"[None, 28, 28, 64]",50176,float32,NaN,NaN,relu,NaN,"[None, 28, 28, 64]",50176,0
res2b_branch2b,Conv2D,"[None, 28, 28, 64]",50176,float32,64,"[3, 3]",linear,True,"[None, 28, 28, 64]",50176,36928
bn2b_branch2b,BatchNormalization,"[None, 28, 28, 64]",50176,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 64]",50176,256
activation_6,Activation,"[None, 28, 28, 64]",50176,float32,NaN,NaN,relu,NaN,"[None, 28, 28, 64]",50176,0
res2b_branch2c,Conv2D,"[None, 28, 28, 64]",50176,float32,256,"[1, 1]",linear,True,"[None, 28, 28, 256]",200704,16640
bn2b_branch2c,BatchNormalization,"[None, 28, 28, 256]",200704,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 256]",200704,1024
add_2,Add,"[None, 28, 28, 256]",200704,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 256]",200704,0
activation_7,Activation,"[None, 28, 28, 256]",200704,float32,NaN,NaN,relu,NaN,"[None, 28, 28, 256]",200704,0
res2c_branch2a,Conv2D,"[None, 28, 28, 256]",200704,float32,64,"[1, 1]",linear,True,"[None, 28, 28, 64]",50176,16448
bn2c_branch2a,BatchNormalization,"[None, 28, 28, 64]",50176,float32,NaN,NaN,NaN,NaN,"[None, 28, 28, 64]",50176,256
activation_8,Activation,"[None, 28, 28, 64]",50176,float32,NaN,NaN,relu,NaN,"[None, 28, 28, 64]",50176,0
res2c_branch2b,Conv2D,"[None, 28, 28, 64]",50176,float32,64,"[3, 3]",linear,True,"[None, 28, 28, 64]",50176,36928
